1650985517.621199, 0
1650985517.641201, 1
1650985517.656526, 0
1650985517.678010, 6
1650985517.712405, 0
1650985517.730122, 7
1650985517.748576, 10
1650985517.767682, 16
1650985517.787525, 20
1650985517.804555, 22
1650985517.820644, 26
1650985517.837238, 30
1650985517.852769, 33
1650985517.869709, 40
1650985517.891352, 43
1650985517.906840, 48
1650985517.925077, 56
1650985517.943426, 61
1650985517.959895, 66
1650985517.976159, 70
1650985517.992684, 74
1650985518.008389, 80
1650985518.024313, 84
1650985518.040802, 87
1650985518.057529, 92
1650985518.073136, 96
1650985518.089387, 100
1650985518.105039, 104
1650985518.121414, 110
1650985518.145722, 117
1650985518.163046, 121
1650985518.185074, 126
1650985518.202568, 129
1650985518.219557, 136
1650985518.240857, 142
1650985518.264325, 147
1650985518.280428, 150
1650985518.297207, 149
1650985518.313495, 149
1650985518.340256, 150
1650985518.371388, 149
1650985518.388629, 150
1650985518.404754, 150
1650985518.423267, 150
1650985518.443764, 149
1650985518.465646, 150
1650985518.482067, 150
1650985518.515107, 150
1650985518.536880, 150
1650985518.553257, 150
1650985518.571335, 149
1650985518.592580, 150
1650985518.607783, 149
1650985518.624484, 149
1650985518.642212, 149
1650985518.659144, 149
1650985518.678700, 150
1650985518.698743, 150
1650985518.718737, 149
1650985518.756074, 150
1650985518.776866, 150
1650985518.793128, 149
1650985518.810101, 150
1650985518.835772, 150
1650985518.886199, 150
1650985518.909096, 149
1650985518.937763, 150
1650985518.955028, 148
1650985518.975104, 148
1650985518.990925, 149
1650985519.013733, 147
1650985519.037806, 147
1650985519.062751, 149
1650985519.081093, 148
1650985519.098132, 150
1650985519.114508, 150
1650985519.130933, 149
1650985519.146493, 149
1650985519.163773, 148
1650985519.179434, 149
1650985519.199439, 149
1650985519.221602, 149
1650985519.238716, 150
1650985519.255183, 149
1650985519.275090, 150
1650985519.291635, 150
1650985519.308747, 149
1650985519.324805, 150
1650985519.344808, 149
1650985519.373804, 150
1650985519.390777, 149
1650985519.406660, 148
1650985519.423802, 149
1650985519.455381, 150
1650985519.475179, 143
1650985519.510440, 148
1650985519.526481, 149
1650985519.549146, 148
1650985519.569447, 148
1650985519.588212, 148
1650985519.607468, 148
1650985519.629199, 150
1650985519.650149, 148
1650985519.668899, 149
1650985519.686487, 148
1650985519.704233, 148
1650985519.722669, 148
1650985519.741845, 148
1650985519.767409, 149
1650985519.787290, 149
1650985519.804503, 149
1650985519.821569, 148
1650985519.839028, 149
1650985519.855703, 149
1650985519.873316, 150
1650985519.891467, 149
1650985519.907128, 149
1650985519.923845, 148
1650985519.940135, 150
1650985519.959376, 149
1650985519.976245, 149
1650985519.994665, 150
1650985520.010845, 148
1650985520.026673, 149
1650985520.048196, 149
1650985520.065360, 147
1650985520.081002, 149
1650985520.097120, 149
1650985520.115318, 147
1650985520.133822, 145
1650985520.155265, 145
1650985520.173395, 147
1650985520.191592, 146
1650985520.208736, 145
1650985520.226545, 148
1650985520.243522, 146
1650985520.260464, 146
1650985520.280806, 146
1650985520.298228, 150
1650985520.315236, 148
1650985520.338800, 146
1650985520.354828, 145
1650985520.372279, 145
1650985520.389258, 146
1650985520.405141, 145
1650985520.422199, 146
1650985520.438711, 146
1650985520.455565, 147
1650985520.471320, 145
1650985520.487400, 148
1650985520.510301, 146
1650985520.528171, 147
1650985520.545850, 149
1650985520.563512, 146
1650985520.582461, 148
1650985520.600338, 148
1650985520.616398, 147
1650985520.636219, 147
1650985520.655046, 145
1650985520.677097, 148
1650985520.692726, 148
1650985520.709450, 150
1650985520.725271, 149
1650985520.742975, 145
1650985520.760408, 148
1650985520.776268, 145
1650985520.796381, 146
1650985520.813158, 149
1650985520.829535, 148
1650985520.846318, 147
1650985520.865311, 144
1650985520.882770, 140
1650985520.903312, 137
1650985520.921116, 131
1650985520.939238, 126
1650985520.956334, 125
1650985520.973195, 123
1650985520.989151, 119
1650985521.006959, 116
1650985521.026633, 111
1650985521.043722, 109
1650985521.061458, 103
1650985521.078978, 100
1650985521.101864, 98
1650985521.119949, 95
1650985521.136545, 94
1650985521.160603, 95
1650985521.184269, 93
1650985521.202610, 94
1650985521.219966, 91
1650985521.240226, 88
1650985521.258353, 86
1650985521.276543, 80
1650985521.293823, 73
1650985521.311183, 69
1650985521.332859, 61
1650985521.350231, 61
1650985521.373626, 60
1650985521.394270, 59
1650985521.411362, 58
1650985521.426897, 59
1650985521.442519, 57
1650985521.464912, 58
1650985521.482622, 58
1650985521.503817, 57
1650985521.523149, 57
1650985521.540287, 58
1650985521.557215, 57
1650985521.573190, 59
1650985521.588834, 56
1650985521.605422, 57
1650985521.620708, 57
1650985521.636452, 58
1650985521.655814, 58
1650985521.678554, 56
1650985521.695794, 57
1650985521.719499, 58
1650985521.736256, 56
1650985521.762225, 56
1650985521.778349, 55
1650985521.795847, 56
1650985521.815659, 55
1650985521.832234, 55
1650985521.849798, 55
1650985521.867339, 55
1650985521.883977, 55
1650985521.900994, 55
1650985521.918894, 56
1650985521.939210, 57
1650985521.955832, 56
1650985521.972318, 55
1650985521.988512, 56
1650985522.004282, 56
1650985522.020998, 56
1650985522.037529, 54
1650985522.053817, 56
1650985522.070210, 56
1650985522.086912, 56
1650985522.105399, 56
1650985522.120975, 54
1650985522.137989, 57
1650985522.155732, 55
1650985522.175429, 54
1650985522.193852, 56
1650985522.211230, 56
1650985522.232251, 57
1650985522.248892, 57
1650985522.266463, 57
1650985522.282610, 56
1650985522.299351, 58
1650985522.315558, 57
1650985522.332585, 55
1650985522.353976, 55
1650985522.370582, 57
1650985522.391221, 57
1650985522.409495, 56
1650985522.426478, 55
1650985522.444807, 55
1650985522.460680, 56
1650985522.479900, 56
1650985522.496924, 55
1650985522.514857, 55
1650985522.534567, 55
1650985522.553370, 57
1650985522.570384, 55
1650985522.588759, 56
1650985522.611116, 56
1650985522.631206, 56
1650985522.649531, 56
1650985522.666392, 57
1650985522.683549, 57
1650985522.700552, 57
1650985522.717249, 58
1650985522.732775, 58
1650985522.749645, 56
1650985522.766041, 57
1650985522.782423, 59
1650985522.800777, 59
1650985522.822638, 59
1650985522.840225, 59
1650985522.858970, 58
1650985522.879536, 57
1650985522.900812, 59
1650985522.924252, 57
1650985522.941841, 56
1650985522.959038, 57
1650985522.976398, 57
1650985522.996334, 57
1650985523.019489, 57
1650985523.040463, 57
1650985523.059618, 56
1650985523.078463, 56
1650985523.098519, 57
1650985523.115253, 56
1650985523.131474, 57
1650985523.146817, 57
1650985523.162094, 57
1650985523.177061, 59
1650985523.194287, 58
1650985523.211013, 58
1650985523.232248, 58
1650985523.249354, 58
1650985523.268325, 57
1650985523.286442, 60
1650985523.304129, 57
1650985523.325046, 57
1650985523.342186, 57
1650985523.358569, 59
1650985523.375328, 58
1650985523.391355, 58
1650985523.407331, 58
1650985523.423553, 58
1650985523.439550, 58
1650985523.458172, 58
1650985523.475082, 58
1650985523.491366, 59
1650985523.511444, 59
1650985523.527868, 59
1650985523.546154, 59
1650985523.563112, 59
1650985523.580645, 59
1650985523.597346, 60
1650985523.614352, 58
1650985523.630124, 60
1650985523.649347, 60
1650985523.667894, 58
1650985523.687150, 59
1650985523.704328, 59
1650985523.721880, 59
1650985523.739458, 60
1650985523.756100, 59
1650985523.772154, 58
1650985523.789560, 60
1650985523.804941, 59
1650985523.822397, 59
1650985523.839928, 60
1650985523.858580, 60
1650985523.876173, 61
1650985523.895385, 59
1650985523.912420, 60
1650985523.928788, 60
1650985523.946016, 60
1650985523.963930, 60
1650985523.980297, 60
1650985523.996793, 61
1650985524.013218, 61
1650985524.035049, 60
1650985524.052230, 60
1650985524.069579, 59
1650985524.085937, 60
1650985524.102498, 60
1650985524.118313, 61
1650985524.141345, 61
1650985524.161599, 60
1650985524.178238, 61
1650985524.196783, 61
1650985524.213474, 61
1650985524.230704, 62
1650985524.248204, 62
1650985524.265050, 61
1650985524.284056, 61
1650985524.304301, 61
1650985524.323213, 61
1650985524.341714, 62
1650985524.357325, 61
1650985524.373517, 61
