	1650985517.621410 	42.5 
0.158630 	1650985517.780040 	70.2 
0.177150 	1650985517.957190 	247.0 
		196.6 
		196.6 
		196.6 
		196.6 
		196.6 
		196.6 
		196.6 
		196.6 
		196.6 
		196.6 
		196.6 
		196.6 
		196.6 
		196.6 
		196.6 
		196.6 
		196.6 
		196.6 
		196.6 
		196.6 
		196.6 
		196.6 
		196.6 
		196.6 
		196.6 
		196.6 
		196.6 
		196.6 
		196.6 
		196.6 
		196.6 
		196.6 
		196.6 
		196.6 
		196.6 
		196.6 
		196.6 
		196.6 
		196.6 
		196.6 
		196.6 
		196.6 
		196.6 
		196.6 
		196.6 
		196.6 
		196.6 
		196.6 
		196.6 
		196.7 
		196.7 
		196.6 
		196.6 
		196.5 
		196.5 
		196.6 
		196.6 
		196.7 
		196.9 
		197.0 
		196.6 
		196.1 
		196.3 
		196.1 
		196.5 
		196.7 
		197.3 
		197.6 
		198.2 
		198.7 
10.479500 	1650985528.436690 	192.0 
		192.0 
0.304250 	1650985528.740940 	198.0 
		194.0 
0.305420 	1650985529.046360 	201.0 
		197.7 
0.309360 	1650985529.355720 	204.0 
		200.9 
0.315990 	1650985529.671710 	204.0 
		203.0 
0.311310 	1650985529.983020 	200.0 
		202.3 
0.309040 	1650985530.292060 	212.0 
		204.8 
0.320900 	1650985530.612960 	213.0 
		209.9 
0.319940 	1650985530.932900 	212.0 
		211.6 
0.320470 	1650985531.253370 	209.0 
		210.9 
0.318290 	1650985531.571660 	212.0 
		210.6 
0.318480 	1650985531.890140 	220.0 
		214.2 
0.328030 	1650985532.218170 	224.0 
		219.4 
		219.2 
0.331650 	1650985532.549820 	227.0 
		221.9 
0.335690 	1650985532.885510 	219.0 
		222.6 
0.326790 	1650985533.212300 	222.0 
		221.2 
0.329280 	1650985533.541580 	229.0 
		224.1 
0.336210 	1650985533.877790 	225.0 
		226.0 
		225.0 
0.332240 	1650985534.210030 	235.0 
		228.7 
0.342250 	1650985534.552280 	234.0 
		232.6 
0.341490 	1650985534.893770 	231.0 
		232.5 
0.337390 	1650985535.231160 	243.0 
		235.5 
0.349180 	1650985535.580340 	241.0 
		239.8 
0.350480 	1650985535.930820 	236.0 
		238.9 
0.342310 	1650985536.273130 	243.0 
		239.3 
0.350490 	1650985536.623620 	235.0 
		239.1 
0.343620 	1650985536.967240 	250.0 
		241.4 
0.358610 	1650985537.325850 	243.0 
		244.8 
0.349540 	1650985537.675390 	248.0 
		245.3 
0.354190 	1650985538.029580 	246.0 
		246.4 
0.353570 	1650985538.383150 	252.0 
		248.1 
		248.9 
		249.7 
0.360030 	1650985538.743180 	254.0 
		250.8 
0.360850 	1650985539.104030 	255.0 
		253.3 
		253.0 
0.363210 	1650985539.467240 	260.0 
		255.4 
0.369510 	1650985539.836750 	253.0 
		256.1 
		254.9 
0.362360 	1650985540.199110 	263.0 
		258.0 
0.370140 	1650985540.569250 	267.0 
		262.7 
		262.5 
0.376940 	1650985540.946190 	269.0 
		264.7 
0.377700 	1650985541.323890 	268.0 
		267.2 
		266.7 
0.376380 	1650985541.700270 	265.0 
		266.3 
		266.0 
0.371590 	1650985542.071860 	274.0 
		268.8 
0.384000 	1650985542.455860 	272.0 
		271.6 
0.378190 	1650985542.834050 	273.0 
		272.2 
0.380300 	1650985543.214350 	269.0 
		271.4 
		270.9 
0.377740 	1650985543.592090 	273.0 
		271.8 
0.379580 	1650985543.971670 	279.0 
		274.6 
		275.1 
0.387390 	1650985544.359060 	280.0 
		276.6 
		277.2 
0.388310 	1650985544.747370 	291.0 
		281.6 
0.400360 	1650985545.147730 	278.0 
		283.5 
		281.0 
0.384110 	1650985545.531840 	283.0 
		282.5 
		282.2 
0.389070 	1650985545.920910 	293.0 
		285.9 
		287.0 
0.398680 	1650985546.319590 	292.0 
		288.3 
		289.1 
0.400280 	1650985546.719870 	292.0 
		289.8 
0.399750 	1650985547.119620 	292.0 
		291.3 
0.400040 	1650985547.519660 	293.0 
		292.1 
		292.1 
0.399080 	1650985547.918740 	289.0 
		291.1 
0.395290 	1650985548.314030 	303.0 
		294.4 
		296.1 
0.409490 	1650985548.723520 	296.0 
		295.5 
0.406510 	1650985549.130030 	301.0 
		297.5 
		299.2 
0.407430 	1650985549.537460 	310.0 
		298.4 
		302.5 
0.417640 	1650985549.955100 	303.0 
		301.3 
		302.3 
0.411850 	1650985550.366950 	303.0 
		302.2 
		302.5 
0.410970 	1650985550.777920 	309.0 
		304.6 
		305.4 
0.419520 	1650985551.197440 	308.0 
		306.0 
		306.4 
0.415720 	1650985551.613160 	309.0 
		307.1 
		307.5 
0.416980 	1650985552.030140 	308.0 
		307.9 
0.416590 	1650985552.446730 	319.0 
		311.6 
0.425210 	1650985552.871940 	317.0 
		315.9 
0.425640 	1650985553.297580 	323.0 
		318.6 
0.434970 	1650985553.732550 	318.0 
		319.9 
		318.9 
0.425850 	1650985554.158400 	330.0 
		324.5 
		327.2 
0.440970 	1650985554.599370 	327.0 
		326.2 
		326.6 
0.439540 	1650985555.038910 	328.0 
		327.0 
		327.5 
0.434070 	1650985555.472980 	323.0 
		325.8 
		324.4 
0.432520 	1650985555.905500 	323.0 
		324.4 
0.428720 	1650985556.334220 	329.0 
		325.5 
		327.2 
0.434870 	1650985556.769090 	338.0 
		330.2 
		334.1 
0.447300 	1650985557.216390 	330.0 
		331.5 
		330.7 
0.436470 	1650985557.652860 	341.0 
0.448480 	1650985558.101340 	340.0 
		337.2 
		338.6 
0.445420 	1650985558.546760 	337.0 
		337.8 
		337.4 
0.445270 	1650985558.992030 	355.0 
		341.8 
		344.7 
0.463500 	1650985559.455530 	342.0 
		342.8 
		342.4 
0.448370 	1650985559.903900 	343.0 
		342.6 
		342.8 
0.450720 	1650985560.354620 	343.0 
		342.8 
		342.9 
0.449880 	1650985560.804500 	355.0 
		345.9 
		350.5 
0.461980 	1650985561.266480 	351.0 
		350.6 
		350.8 
0.457190 	1650985561.723670 	354.0 
		351.6 
		352.8 
0.460430 	1650985562.184100 	350.0 
		351.5 
		351.4 
0.457890 	1650985562.641990 	341.0 
		348.0 
		344.5 
0.450740 	1650985563.092730 	355.0 
		349.1 
		352.1 
0.465100 	1650985563.557830 	351.0 
		350.7 
		350.9 
0.461340 	1650985564.019170 	362.0 
		356.4 
		356.4 
0.470000 	1650985564.489170 	358.0 
		357.2 
		357.6 
0.464410 	1650985564.953580 	353.0 
		355.9 
		355.5 
0.460810 	1650985565.414390 	361.0 
		358.3 
		358.3 
0.467200 	1650985565.881590 	363.0 
		359.8 
		361.4 
0.471530 	1650985566.353120 	367.0 
		362.8 
		363.7 
0.476330 	1650985566.829450 	363.0 
		363.2 
		363.3 
0.469620 	1650985567.299070 	368.0 
		364.4 
		366.2 
0.474550 	1650985567.773620 	364.0 
		365.6 
		365.3 
0.469940 	1650985568.243560 	380.0 
		370.3 
		375.2 
0.491700 	1650985568.735260 	380.0 
		375.2 
		377.6 
		376.4 
0.488810 	1650985569.224070 	363.0 
		372.3 
		370.6 
		371.4 
	1650985569.694030 	377.0 
		373.0 
0.483870 	1650985570.177900 	376.0 
		375.3 
		374.8 
		375.4 
0.484030 	1650985570.661930 	377.0 
		375.7 
