	1650985922.266570 	15.2 
0.123640 	1650985922.390210 	17.6 
0.124570 	1650985922.514780 	12.5 
0.118340 	1650985922.633120 	13.6 
0.121590 	1650985922.754710 	12.1 
0.119800 	1650985922.874510 	12.6 
0.119360 	1650985922.993870 	14.6 
0.120610 	1650985923.114480 	11.5 
0.118310 	1650985923.232790 	17.7 
0.125270 	1650985923.358060 	15.4 
0.124350 	1650985923.482410 	19.1 
0.126600 	1650985923.609010 	8.2 
0.115460 	1650985923.724470 	19.2 
0.126960 	1650985923.851430 	14.6 
0.123320 	1650985923.974750 	16.5 
0.128610 	1650985924.103360 	13.6 
0.121530 	1650985924.224890 	13.9 
0.123640 	1650985924.348530 	11.7 
0.118350 	1650985924.466880 	17.2 
0.123880 	1650985924.590760 	13.8 
0.121960 	1650985924.712720 	15.8 
0.122140 	1650985924.834860 	16.3 
0.123180 	1650985924.958040 	15.3 
0.121920 	1650985925.079960 	16.4 
0.124330 	1650985925.204290 	15.8 
0.122050 	1650985925.326340 	13.7 
0.121390 	1650985925.447730 	18.1 
0.125050 	1650985925.572780 	16.9 
0.123720 	1650985925.696500 	14.2 
0.121140 	1650985925.817640 	18.7 
0.128330 	1650985925.945970 	15.6 
0.121570 	1650985926.067540 	14.7 
0.127900 	1650985926.195440 	10.0 
0.120800 	1650985926.316240 	17.9 
0.128150 	1650985926.444390 	15.4 
0.121760 	1650985926.566150 	12.6 
0.122130 	1650985926.688280 	19.6 
0.127580 	1650985926.815860 	18.0 
0.129010 	1650985926.944870 	25.5 
0.133690 	1650985927.078560 	12.3 
0.127220 	1650985927.205780 	11.9 
0.120260 	1650985927.326040 	18.2 
0.124660 	1650985927.450700 	19.5 
0.127940 	1650985927.578640 	18.0 
0.129710 	1650985927.708350 	24.4 
0.133820 	1650985927.842170 	21.4 
0.134320 	1650985927.976490 	18.7 
0.125370 	1650985928.101860 	15.3 
0.122960 	1650985928.224820 	18.5 
0.132810 	1650985928.357630 	171.0 
		68.3 
0.277860 	1650985928.635490 	13.8 
0.121380 	1650985928.756870 	13.4 
0.120390 	1650985928.877260 	13.3 
0.119410 	1650985928.996670 	19.1 
0.124740 	1650985929.121410 	13.4 
0.120750 	1650985929.242160 	14.3 
0.134110 	1650985929.376270 	15.3 
0.122680 	1650985929.498950 	14.5 
0.122170 	1650985929.621120 	14.5 
0.121440 	1650985929.742560 	15.7 
0.122160 	1650985929.864720 	16.1 
0.124220 	1650985929.988940 	15.8 
0.124530 	1650985930.113470 	17.6 
0.126820 	1650985930.240290 	13.8 
