0.139250 	1650985123.630920 	32.8 
		32.6 
		32.9 
		32.8 
		32.4 
		33.3 
		33.2 
		33.1 
		32.1 
		32.5 
		32.8 
		32.8 
		32.8 
		32.8 
		32.8 
		32.8 
		32.8 
		32.7 
		32.7 
		32.7 
		32.8 
		32.8 
		32.8 
		32.8 
		32.8 
		32.8 
		32.7 
		32.7 
		32.7 
		32.8 
		32.8 
		32.8 
		32.8 
		32.7 
		32.7 
		32.7 
		32.7 
		32.7 
		32.7 
		32.7 
		32.7 
		32.7 
		32.7 
		32.7 
		32.7 
		32.7 
		32.7 
		32.7 
		32.7 
		32.7 
		32.7 
		32.7 
		32.7 
		32.7 
		32.7 
		32.7 
		32.7 
		32.7 
		32.7 
		32.7 
		32.7 
		32.7 
		32.7 
		32.7 
		32.7 
		32.7 
		32.7 
		32.7 
		32.7 
		32.7 
		32.7 
10.248410 	1650985133.879330 	39.0 
0.145900 	1650985134.025230 	40.6 
0.148840 	1650985134.174070 	24.5 
0.132740 	1650985134.306810 	30.3 
0.140420 	1650985134.447230 	34.5 
0.141620 	1650985134.588850 	36.9 
0.147080 	1650985134.735930 	30.5 
0.138140 	1650985134.874070 	26.6 
0.133480 	1650985135.007550 	32.9 
0.140910 	1650985135.148460 	39.8 
0.148980 	1650985135.297440 	22.9 
0.135930 	1650985135.433370 	24.9 
0.132310 	1650985135.565680 	30.1 
0.136040 	1650985135.701720 	40.8 
0.152350 	1650985135.854070 	23.4 
0.130870 	1650985135.984940 	26.4 
0.134760 	1650985136.119700 	33.1 
0.140910 	1650985136.260610 	37.4 
0.144130 	1650985136.404740 	24.4 
0.131110 	1650985136.535850 	29.3 
0.141840 	1650985136.677690 	38.2 
0.146700 	1650985136.824390 	41.8 
0.149340 	1650985136.973730 	27.1 
0.136110 	1650985137.109840 	26.9 
0.133370 	1650985137.243210 	35.2 
0.145890 	1650985137.389100 	36.7 
0.144840 	1650985137.533940 	23.4 
0.135130 	1650985137.669070 	29.7 
0.140330 	1650985137.809400 	32.0 
0.140130 	1650985137.949530 	41.2 
0.156160 	1650985138.105690 	26.5 
0.135140 	1650985138.240830 	30.3 
0.136780 	1650985138.377610 	34.5 
0.141970 	1650985138.519580 	38.8 
0.147100 	1650985138.666680 	24.5 
0.131750 	1650985138.798430 	25.3 
0.131800 	1650985138.930230 	32.4 
0.140990 	1650985139.071220 	38.3 
0.149670 	1650985139.220890 	28.5 
0.136660 	1650985139.357550 	27.9 
0.136520 	1650985139.494070 	37.1 
0.148650 	1650985139.642720 	34.2 
0.140850 	1650985139.783570 	25.8 
0.139780 	1650985139.923350 	30.2 
0.138940 	1650985140.062290 	37.6 
0.144380 	1650985140.206670 	38.6 
0.144920 	1650985140.351590 	27.3 
0.134650 	1650985140.486240 	29.9 
0.136010 	1650985140.622250 	35.1 
0.143090 	1650985140.765340 	39.3 
0.145040 	1650985140.910380 	24.8 
0.132470 	1650985141.042850 	30.4 
0.137450 	1650985141.180300 	34.0 
0.141710 	1650985141.322010 	38.5 
0.148030 	1650985141.470040 	24.1 
0.130450 	1650985141.600490 	25.7 
0.133450 	1650985141.733940 	34.6 
0.141870 	1650985141.875810 	36.9 
0.146900 	1650985142.022710 	28.2 
0.135940 	1650985142.158650 	28.6 
0.135740 	1650985142.294390 	31.1 
0.137660 	1650985142.432050 	46.1 
0.153760 	1650985142.585810 	21.4 
0.128250 	1650985142.714060 	32.6 
0.140930 	1650985142.854990 	35.8 
0.145830 	1650985143.000820 	37.5 
0.143430 	1650985143.144250 	21.6 
0.128250 	1650985143.272500 	28.9 
0.137680 	1650985143.410180 	35.7 
0.142380 	1650985143.552560 	38.0 
0.144210 	1650985143.696770 	24.3 
0.132730 	1650985143.829500 	28.4 
0.142400 	1650985143.971900 	34.6 
0.142150 	1650985144.114050 	40.2 
